Approved Symbol	Entrez Gene ID
H1FX-AS1	339942
TMPRSS11A	339967
SLC6A19	340024
PRR7-AS1	340037
TMEM173	340061
FAM170A	340069
LINC01020	340094
MYLK4	340156
FAM221A	340277
AGBL3	340351
ZNF517	340385
EXTL3-AS1	340414
PABPC1L2A	340529
BEX5	340542
MORF4L2-AS1	340544
SATL1	340562
ZNF850	342892
PRAMEF5	343068
PRAMEF9	343070
PRAMEF10	343071
FAM71F2	346653
ANKDD1A	348094
CT60	348120
CTU2	348180
SKA2	348235
FAM195B	348262
MIR450A1	554214
C22orf34	348645
SPATA3-AS1	348761
LNP1	348801
ANKRD18DP	348840
FAM86EP	348926
NIPAL4	348938
LINC00265	349114
WDR86	349136
LINC00965	349196
C9orf164~withdrawn	
SPATA21	374955
WDPCP	51057
ZNF691	51058
FAM135B	51059
TXNDC11	51061
C22orf43	51233
EMC4	51234
CCDC174	51244
PDZD11	51248
TMEM69	51249
FAM178B	51252
RNF181	51255
MARCH2	51257
KRCC1	51315
MEX3C	51320
AMZ2	51321
GSAP	54103
ZNF821	55565
HIGD1C	613227
FAM212B	55924
ZMAT5	55954
CIAPIN1	57019
CCDC181	57821
XPNPEP3	63929
ZFP69B	65243
ZNF628	89887
SAPCD2	89958
KRT8P12	90133
LINC00263	90271
EFCAB12	90288
ZNF616	90317
ZNF766	90321
FER1L6	654463
ZNF605	100289635
FAM95A	90499
STPG1	90529
ZNF799	90576
LYRM7	90624
ZFAND2A	90637
COX19	90639
C16orf93	90835
ZNF598	90850
RAPGEF4-AS1	91149
UAP1L1	91373
ISX	91464
NDUFAF2	91942
ARRDC4	91947
LINC00923	91948
CXorf40A	91966
ATP6AP1L	92270
BBIP1	92482
CCDC64	92558
C1orf185	284546
CCDC102A	92922
LINC00950	92973
MMGT1	93380
TBC1D27	96597
LRRC3B	116135
TMEM97	27346
PPCDC	60490
CCDC90B	60492
SKA1	220134
UBLCP1	134510
ELMOD2	255520
EXOSC7	23016
DFNB65	
ALDH16A1	126133
TBCEL	219899
GLTPD1	80772
RBM42	79171
CCDC130	81576
VPS26B	112936
HSD17B7P2	158160
PRRC2B	84726
VPS25	84313
NAA11	84779
RSG1	79363
TMEM107	84314
GLB1L	79411
PRR7	80758
FAM167B	84734
TCHP	84260
FBXW9	84261
C9orf99~withdrawn	
C12orf39	80763
AFAP1-AS1	84740
LIMD2	80774
TMEM177	80775
C9orf64	84267
YIPF4	84272
DLGAP1-AS2	84777
EIF1AD	84285
C9orf89	84270
PRR15L	79170
CRELD2	79174
CENPO	79172
C19orf57	79173
NUDT16L1	84309
FBXL15	79176
MFSD5	84975
AGPAT9	84803
MFSD9	84804
GFOD2	81577
ZXDC	79364
DUSP26	78986
CCDC28B	79140
PRRC1	133619
EFCAB2	84288
ZNF670	93474
ANKRD36BP1	84832
CROCCP2	84809
HDHD3	81932
C18orf25	147339
PPAPDC3	84814
MPV17L2	84769
CCDC115	84317
TMEM246	84302
UGT2A2	574537
CHCHD6	84303
ORAI3	93129
TMEM174	134288
C11orf70	85016
NUDT22	84304
C2orf88	84281
ZNF607	84775
PDCD2L	84306
POLR2J4	84820
TMEM79	84283
ZNF559	84527
BUD13	84811
ZNF764	92595
TMEM128	85013
CCDC77	84318
NTPCR	84284
RHNO1	83695
MON1A	84315
C1orf170	84808
CEP19	84984
FAM83A	84985
TMEM141	85014
LSMD1	84316
PIGY	84992
FRMD5	84978
COX14	84987
TMEM203	94107
TXNDC17	84817
MIR22HG	84981
UBL7	84993
JMJD1C-AS1	84989
FAM222A-AS1	84983
UTP23	84294
GINS4	84296
LINC00467	84791
LRRC39	127495
LLPH	84298
MIEN1	84299
ANKRD40	91369
ABHD14B	84836
KIAA1984	84960
SLC38A10	124565
NXPE3	91775
HVCN1	84329
HPDL	84842
ALKBH6	84964
CASC15	401237
IGSF21	84966
TCEAL3	85012
PNMA6A	84968
PHYKPL	85007
C1orf94	84970
TMEM137~withdrawn	
SNHG7	84973
PCED1B	91523
MIR503HG	84848
GLIS3-AS1	84850
TBCK	93627
ATP1A1OS	84852
PCGF5	84333
FAM86B1	85002
LINC00839	84856
R3HDM4	91300
CENPBD1	92806
FAM46B	115572
FAM163A	148753
TMEM125	128218
METTL7B	196410
TCEANC	170082
LINC00526	147525
TNFAIP8L1	126282
TMEM136	219902
C12orf23	90488
GSG1L	146395
C18orf42	642597
SLFN5	162394
ALG14	199857
TMEM106A	113277
CCDC97	90324
FAM69B	138311
ZNF830	91603
EID2	163126
PRR8~withdrawn	
UBQLNL	143630
C15orf57	90416
WDR34	89891
TMEM255B	348013
MFSD12	126321
NT5C3B	115024
DOK6	220164
LRRC45	201255
CCDC151	115948
YIPF6	286451
TMEM99	147184
PRELID2	153768
CTBP1-AS2	92070
FAM131A	131408
BRICD5	283870
RCSD1	92241
HIGD2A	192286
LINC00311	197196
TET3	200424
CHCHD7	79145
PHOSPHO2	493911
STK32A	202374
LRRIQ3	127255
PEBP4	157310
PPP1R35	221908
ANKRD22	118932
ZNF524	147807
ZBTB9	221504
TMIGD2	126259
LINC00638	196872
DHRS13	147015
SNAI3-AS1	197187
ZFC3H1	196441
C16orf47	388289
TMEM167A	153339
TMED6	146456
CCDC12	151903
UPRT	139596
LDHAL6A	160287
TCEAL7	56849
C9orf72	203228
DENND5B	160518
C1orf64	149563
METTL6	131965
C1orf162	128346
FAM210A	125228
RMI2	116028
ZNF747	65988
C11orf48	79081
CUEDC2	79004
PRR22	163154
LRRC28	123355
TBC1D16	125058
ZNF576	79177
D2HGDH	728294
CCDC86	79080
DDA1	79016
KATNAL1	84056
RPL21P18	729484
AUNIP	79000
CEP170P1	645455
ZBTB37	84614
METTL22	79091
THOC6	79228
LRFN3	79414
TRAM1L1	133022
PIP5K1P1	206426
CCER1	196477
OR7E162P	442101
CAPSL	133690
URM1	81605
FAM81A	145773
SLC25A42	284439
MOSPD2	158747
ZNF555	148254
HORMAD2	150280
C3orf38	285237
VWA3B	200403
C4orf36	132989
LYZL4	131375
ENKUR	219670
WBP2NL	164684
FAM213B	127281
SUSD3	203328
GLIPR1L1	256710
SPATA2L	124044
ABHD17AP1	728917
SGMS2	166929
TMEM67	91147
FAM71B	153745
AKNAD1	254268
FAM46D	169966
CT45A2	728911
RBM46	166863
GAGE12C	729422
TRMT10A	93587
DENND1B	163486
SUV420H2	84787
PP2D1	151649
SENP5	205564
LRRC34	151827
DCUN1D5	84259
C1orf67~withdrawn	
NABP2	79035
RBM18	92400
PRAMEF7	441871
CCDC26	137196
AARSD1	80755
ZNF684	127396
SMIM7	79086
KXD1	79036
TSEN2	80746
STAC3	246329
C19orf43	79002
BFSP2-AS1	85003
AKT1S1	84335
PHF23	79142
DNAJC18	202052
EMC6	83460
LYPD1	116372
TTC9C	283237
SPNS3	201305
FAM58A	92002
C9orf116	138162
C2orf15	150590
RPUSD3	285367
UBALD2	283991
CHMP7	91782
DIEXF	27042
GABPB2	126626
PACRGL	133015
C15orf40	123207
TMEM42	131616
ZNF511	118472
CLUHP3	100132341
TMEM86B	255043
C11orf95	65998
FAM134A	79137
TMEM108	66000
PGM5P1	653394
GID4	79018
DERL1	79139
DBNDD1	79007
LRFN4	78999
RHPN1-AS1	78998
PRR14	78994
TMUB2	79089
C17orf53	78995
NOC4L	79050
TMEM38A	79041
TMEM223	79064
CCDC107	203260
POLR3GL	84265
C19orf40	91442
SNX33	257364
MRI1	84245
BRCA1P1	394269
CYB5D2	124936
TMEM43	79188
NOA1	84273
CHID1	66005
YIPF2	78992
PCYOX1L	78991
C16orf78	123970
SLC35G2	80723
ATXN7L4~withdrawn	
TCTEX1D2	255758
TMEM161B	153396
METTL16	79066
MFSD8	256471
GOT1L1	137362
KLHDC9	126823
C3orf58	205428
C1orf101	257044
FAM76B	143684
ACTL9	284382
ZNF683	257101
KDELC2	143888
TMEM151A	256472
C8orf46	254778
VSTM2A	222008
C10orf82	143379
ZNF775	285971
PQLC3	130814
CCDC110	256309
BOD1L2	284257
WDR66	144406
EXD1	161829
SETD9	133383
BEND2	139105
GLIS3	169792
CLDND2	125875
FAM181B	220382
KIAA2013	90231
CEP112	201134
MAGEB18	286514
CSAG3B~withdrawn	
TMEM178A	130733
IZUMO2	126123
C11orf65	160140
C15orf43	145645
FBXO43	286151
RNF182	221687
NUDT9P1	119369
SLC44A5	204962
EOGT	285203
NXPE1	120400
UGT2A3	79799
IL34	146433
FAM76A	199870
TYSND1	219743
KIAA0825	285600
SLC25A41	284427
C3orf22	152065
CCDC83	220047
TBC1D21	161514
TMEM252	169693
CLEC18C	283971
IZUMO1	284359
C11orf42	160298
SLC22A24	283238
CYP1B1-AS1	285154
FAM226A	203429
C11orf69~withdrawn	
CXorf22	170063
C1orf87	127795
FNDC6~withdrawn	
TMEM26	219623
C12orf54	121273
C4orf22	255119
IQCK	124152
KLHDC8B	200942
TMCO5A	145942
UBE2U	148581
CFL1P1	142913
C11orf35	256329
LRRC43	254050
C2orf57	165100
FBXO39	162517
FAM154A	158297
C1orf158	93190
TEX33	339669
MEIOB	254528
PIH1D3	139212
LYSMD2	256586
FRMPD2	143162
MS4A15	219995
PRR18	285800
AMDHD1	144193
PSTK	118672
RTP1	132112
C9orf62	157927
C10orf111	221060
RSPO2	340419
C11orf45	219833
NOL12	79159
ZNF205-AS1	81854
FAM110B	90362
CIRBP-AS1	148046
CXorf38	159013
HEXIM2	124790
GLIPR1L2	144321
FAM126B	285172
FAM71C	196472
C8orf56	157556
B3GALNT2	148789
LINC00305	221241
CATSPERD	257062
CCDC112	153733
PROCA1	147011
TMEM31	203562
FAM194A	131831
LINC00301	283197
CSNK1G2-AS1	255193
SNX31	169166
ADIG	149685
IQCF1	132141
TLK1P1	100129793
LINC00663	284440
CCDC60	160777
RICTOR	253260
TMSB15B	286527
MEI1	150365
IGLJCOR18	204777
ARMCX4	100131755
C19orf26	255057
TMEM256	254863
C17orf76-AS1	125144
LINC00337	148645
LINC00612	253128
TEX26	122046
FANCD2OS	115795
FBXL14	144699
NDUFAF6	137682
LINC00518	221718
TCP11L2	255394
C12orf45	121053
FAM133B	257415
CNPY4	245812
ZNF557	79230
ARRDC1	92714
GK5	256356
B9D2	80776
LRCH3	84859
GDPD3	79153
DHRS11	79154
ANKRD39	51239
RPAIN	84268
C19orf18	147685
ZNF550	162972
CTAGE6	340307
DIS3L2	129563
ZNF679	168417
FAM213A	84293
ZNF678	339500
TMEM101	84336
ZDHHC23	254887
FAM27E3	100131997
UBE2DNL	100131816
EFCAB4B	84766
AMMECR1L	83607
LYPD4	147719
ISCA1	81689
DOHH	83475
SLC9C2	284525
CMSS1	84319
C1orf116	79098
LINC00471	151477
C9orf96	169436
EFHD2	79180
ZNF546	339327
C17orf62	79415
ZNF577	84765
MARVELD1	83742
VSIG1	340547
SPATA8	145946
C2orf53	339779
C10orf107	219621
CHAC1	79094
ZFP82	284406
TCEAL8	90843
ZNF561	93134
OCIAD2	132299
CABLES1L~withdrawn	
C16orf89	146556
CCDC24	149473
SLC44A3	126969
ELOF1	84337
C6orf223	221416
C10orf126	283080
DDR1-AS1	414771
KRT222	125113
ZNF567	163081
ZADH2	284273
DIS3L	115752
SCARA5	286133
RAB42	115273
EFCAB4A	283229
TICRR	90381
FAM101B	359845
SAMD11	148398
PAGR1	79447
TMEM175	84286
ZNF843	283933
PIP5KL1	138429
STPG2	285555
ATXN7L2	127002
B3GNT9	84752
LIX1L	128077
C10orf67	256815
LINC00152	112597
HAUS3	79441
C11orf49	79096
RNF183	138065
COQ5	84274
APLF	200558
RIMKLA	284716
C12orf60	144608
APOO	79135
MARCH3	115123
ZNF677	342926
NBPF22P	285622
C1QTNF9	338872
LCN12	286256
DCUN1D3	123879
ODF3L1	161753
C1orf110	339512
C17orf49	124944
PRR14L	253143
METTL20	254013
PDZD9	255762
ILDR1	286676
ZNF620	253639
TSPAN33	340348
CNIH2	254263
TBC1D26	353149
FUNDC1	139341
SLX1B	79008
RPS19BP1	91582
SLC5A12	159963
LYPD6	130574
OAF	220323
PRSS30P	124221
C1orf210	149466
ABHD17A	81926
FAM159A	348378
FASTKD3	79072
TAF1D	79101
MED10	84246
SPATA5L1	79029
PGAM5	192111
C20orf195	79025
ZNF611	81856
SFT2D3	84826
DRAM2	128338
LINC00260	84719
TMEM109	79073
C2orf49	79074
FAM35A	54537
TMEM106C	79022
SMIM2	79024
DCTPP1	79077
XKR3	150165
TMPRSS12	283471
MDP1	145553
C15orf38	348110
CMC1	152100
C9orf85	138241
MTERFD2	130916
WDR53	348793
RILPL2	196383
CAMKV	79012
TMEM66	51669
PBDC1	51260
NBPF15	284565
LRRC42	115353
METTL18	92342
C1orf50	79078
MRFAP1L1	114932
TMEM184A	202915
C11orf68	83638
C18orf21	83608
GDPD5	81544
TRABD	80305
AP1AR	55435
TMCO6	55374
NDUFAF7	55471
LRRC59	55379
RBM12B-AS1	55472
SH2D5	400745
AKIRIN2-AS1~withdrawn	
MAGEB6P1	392433
WDR82	80335
OLA1	29789
CEACAM21	90273
IRGC	56269
MTFR1L	56181
TMEM234	56063
LHX8	431707
PRAMEF1	65121
PRAMEF2	65122
RBM4B	83759
GPBP1L1	60313
FBXO38	81545
MED25	81857
COPRS	55352
TSKU	25987
SYCE1	93426
JOSD2	126119
ZNF667	63934
ZNF630	57232
RNF166	115992
ZNF682	91120
P4HTM	54681
HILPDA	29923
PDCL3	79031
CARD18	59082
NIPBL	25836
EIF3FP2	83880
POLRMTP1	284167
IGF2BP1	10642
IGF2BP2	10644
IGF2BP3	10643
PPP1R32	220004
MDFIC	29969
IER2	9592
VTCN1	79679
CD300E	342510
DNASE2B	58511
DFNB55	
DFNB53~withdrawn	
DEFB106B	503841
MAGT1	84061
INADL	10207
PPA2	27068
PP1P	151842
RPL7P5	654381
LEMD3	23592
TMED3	23423
FAM66B	100128890
PYHIN1	149628
SYNC	81493
ADM2	79924
GPR180	160897
PNPLA8	50640
SPPL2C	162540
AIF1L	83543
YRDC	79693
G6PC2	57818
ITIH6	347365
DNAJC12	56521
CCDC22	28952
CCDC120	90060
PRAF2	11230
WDR45	11152
HSCB	150274
BATF3	55509
JMY	133746
JAZF1	221895
NAT14	57106
CEP170	9859
DAGLB	221955
CCDC125	202243
KRT78	196374
KRT71	112802
KRT73	319101
KRT74	121391
KRT79	338785
KRT72	140807
KRTCAP2	200185
KRTCAP3	200634
WDR43	23160
LRRC24	441381
TMEM41B	440026
IQCB1	9657
KIAA0040	9674
ARHGAP25	9938
NCAPD3	23310
JOSD1	9929
PPWD1	23398
GPD1L	23171
EMC1	23065
NUP93	9688
CKAP5	9793
KIAA0100	9703
KIAA0101	9768
SPCS2	9789
EMC2	9694
DANCR	57291
RBM34	23029
VGLL4	9686
URB2	9816
FAM53B	9679
KIAA0141	9812
EFR3A	23167
SPIDR	23514
ZC3H3	23144
MLEC	9761
TTLL12	23170
FAM175B	23172
TTLL4	9654
IST1	9798
GSE1	23199
GINS1	9837
ZCCHC11	23318
HMGXB3	22993
KIAA0195	9772
KIAA0196	9897
LPGAT1	9926
ZNF592	9640
LARP4B	23185
TATDN2	9797
NPIPB3	23117
ZNF516	9658
KIAA0226	9711
KIAA0232	9778
PIEZO1	9780
AVL9	23080
PDXDC1	23042
RTF1	23168
SECISBP2L	9728
DCUN1D4	23142
FAM168A	23201
C2CD2L	9854
TMEM194A	23306
FCHO1	23149
ZNF609	23060
ZNF646	9726
TRIM66	9866
SEC16A	9919
FRMPD4	9758
ZNF629	23361
ZNF518A	9849
SETD1A	9739
TRANK1	9881
KDM6B	23135
CLEC16A	23274
ZBTB39	9880
HCG2P4~withdrawn	
KIAA0355	9710
PLEKHM1	9842
KIAA0367~withdrawn	
KIAA0368	23392
CEP290	80184
SPECC1L	23384
PPIP5K1	9677
ANKRD28	23243
ZNF536	9745
SGSM2	9905
ZZEF1	23140
ATG2A	23130
TTI1	9675
RRP8	23378
SEC14L5	9717
ATMIN	23300
PPIP5K2	23262
SLC25A44	9673
PLCH2	9651
OTUD3	23252
RPRD2	23248
SZT2	23334
KLHL21	9903
C8orf27~withdrawn	
DSTYK	25778
DENND4B	9909
ZBTB40	9923
FBXO28	23219
LINC00869	57234
EFCAB14	9813
TP73-AS1	57212
KIAA0507~withdrawn	
KIAA0513	9764
IQSEC2	23096
WSCD1	23302
SUSD5	26032
C2CD5	9847
ATRNL1	26033
SFI1	9814
GPATCH8	23131
JAKMIP2	9832
KIAA0556	23247
LRRC37A	9884
LRRC37B	114659
VWA8	23078
CCDC144A	9720
CCDC144CP	348254
FAM189A1	23359
CEP68	23177
IFT140	9742
KDM1A	23028
GAGE13	645051
TBC1D12	23232
MFAP3L	9848
ZNF623	9831
CEP135	9662
PDS5A	23244
PPP1R26	9858
SMCHD1	23347
ATG13	9776
OBSL1	23363
ZC3H11A	9877
CLUH	23277
TSC22D2	9819
ARHGAP44	9912
TBC1D9B	23061
RBM19	9904
TELO2	9894
RRP12	23223
ANKLE2	23141
UHRF1BP1L	23074
ATP2C2	9914
KBTBD11	9920
PLEKHG5	57449
DDHD2	23259
SEL1L3	23231
TESPA1	9840
KIAA0753	9851
KIAA0754	643314
IQSEC1	9922
GRAMD4	23151
FCHSD2	9873
TMCC1	23023
WSCD2	9671
TMEM63A	9725
UBXN7	26043
KLHL18	23276
SOGA2	23255
VPS8	23355
RAD54L2	23132
DNM3	26052
FRYL	285527
ENDOD1	23052
HAUS5	23354
PLEKHM2	23207
ABLIM3	22885
DEFA2~withdrawn	
DENND3	22898
ANKRD12	23253
KDM4B	23030
FAM169A	26049
MAU2	23383
WDR47	22911
EHBP1	23301
KIAA0907	22889
KIAA0922	23240
ZNF652	22834
FBXO45	200933
PHLPP2	23035
DIP2C	22982
DTX4	23220
RAB11FIP2	22841
BAHD1	22893
KIAA0947	23379
EFR3B	22979
DNAJC16	23341
SBNO2	22904
FRMPD1	22844
FASTKD2	22868
ZNF510	22869
FAM149B1	317662
NINL	22981
TBC1D30	23329
SIK3	23387
OR8U9	
R3HDM2	22864
RPGRIP1L	23322
TRAPPC8	22878
FAN1	22909
IQCE	23288
KIAA1024	23251
KAZN	23254
KIAA1033	23325
WDTC1	23038
RAP1GAP2	23108
MON2	23041
FOXJ3	22887
TTC28	23331
KIAA1045	23349
TCF25	22980
CEP164	22897
TBC1D2B	23102
PLCH1	23007
ANKRD26	22852
SETD1B	23067
CAMSAP2	23271
ZFR2	23217
TNRC6B	23112
LIMCH1	22998
KIAA1107	23285
IQSEC3	440073
OR5BN2P	504181
PPP6R1	22870
SLC45A4	57210
CCSER2	54462
KIAA1143	57456
TMCC3	57458
PAIP2B	400961
ISY1	57461
TBC1D24	57465
CCDC23	374969
ERGIC1	57222
PNMAL2	57469
LRRC47	57470
ERMN	57471
KIAA1191	57179
MIER2	54531
PRSS37	136242
ZNF512B	57473
KIAA1199	57214
GRAMD1B	57476
SHROOM4	57477
ARHGAP31	57514
PRR12	57479
KIAA1210	57481
KIAA1211	57482
RALGAPB	57148
ZNF644	84146
ANKRD50	57182
ODF2L	57489
HEG1	57493
RIMKLB	57494
KIAA1239	57495
ATAD2B	54454
KIAA1257	57501
PARP14	54625
MAVS	57506
FAM184B	27146
WWC3	55841
ZNF608	57507
INTU	27152
INTS2	57508
SH3PXD2B	285590
RBM27	54439
KCTD16	57528
RGAG1	57529
TBC1D14	57533
KIAA1328	57536
FBXO42	54455
WDR35	57539
PTCHD2	57540
KLHL42	57542
CC2D2A	57545
ZNF624	57547
USP53	54532
SOBP	55084
TAOK1	57551
NCEH1	57552
IFT80	57560
ARRDC3	57561
KIAA1377	57562
MAP10	54627
KLHL14	57565
SMEK2	57223
CARNS1	57571
MARCH4	57574
CHPF2	54480
ZNFX1	57169
KIAA1407	57577
HEATR5B	54497
KCTD9P2	643535
KIAA1430	57587
ZNF687	57592
EBF4	57593
BAHCC1	57597
FNIP2	57600
SLAIN2	57606
KIAA1462	57608
DIP2B	57609
RANBP10	57610
ISLR2	57611
KIAA1467	57613
KIAA1468	57614
LRFN1	57622
NYAP2	57624
LRCH2	57631
ARHGAP23	57636
HNRNPCL1	343069
CCDC146	57639
ZNF530	348327
CEP152	22995
ZSWIM5	57643
KANK2	25959
KIAA1522	57648
KIAA1524	57650
CCDC180	100499483
UVSSA	57654
GRAMD1A	57655
CALCOCO1	57658
CAMSAP3	57662
FBRSL1	57666
C18orf41~withdrawn	
ZFP14	57677
ZDBF2	57683
CACHD1	57685
VAT1L	57687
ZSWIM6	57688
LRRC4C	57689
TNRC6C	57690
KIAA1598	57698
FAM160B1	57700
NCKAP5L	57701
CWC22	57703
WDFY4	57705
DENND1A	57706
TLDC1	57707
SLC7A14	57709
KIAA1614	57710
ZNF529	57711
ANO8	57719
METTL14	57721
EPG5	57724
NCMAP	400746
ANKRD36B	57730
ZFYVE28	57732
KIAA1644	85352
TTC28-AS1	284900
RIMBP3	85376
KIAA1671	85379
LRRC27	80313
KLHL15	80311
THSD7B	80731
CCSER1	401145
KIAA1683	80726
ARHGAP39	80728
INTS5	80789
BHLHB9	80823
CEP44	80817
ASXL3	80816
ATP6V1G1P2	100128541
SH3BP5L	80851
EPT1	85465
ZC3H12C	85463
FHDC1	85462
TANC1	85461
ZNF518B	85460
KIAA1731	85459
TSPYL5	85453
KIAA1751	85452
UNK	85451
ITPRIP	85450
ITPRIPL1	150771
KIAA1755	85449
LRRCC1	85444
KNDC1	85442
SDCCAG3P1	388478
ZMAT1	84460
PHYHIPL	84457
EFCAB7	84455
ZNF512	84450
LZTS2	84445
FRMPD3	84443
MSANTD4	84437
ZNF528	84436
ZNF527	84503
CC2D1B	200014
KIAA1841	84542
SRRM4	84530
ZNF594	84622
PLIN4	729359
XKR4	114786
DCAF12L1	139170
ELFN2	114794
TMEM132B	114795
PLEKHG4B	153478
CCDC85A	114800
MYSM1	114803
RNF157	114804
CSPG4P5	114817
KLHL29	114818
CROCCP3	114819
PWWP2A	114825
ZNF601P	493824
FHAD1	114827
FBXO41	150726
SGSM1	129049
TMEM132D	121256
FAM171B	165215
PPP1R18	170954
ZNF526	116115
ZNF618	114991
C2CD4C	126567
FNIP1	96459
EARS2	124454
RSPRY1	89970
AGAP11	119385
ANKS3	124401
ZNF525	170958
ANKRD24	170961
ZNF721	170960
CCBE1	147372
SH3TC2	79628
RGAG4	340526
PEAK1	79834
KIAA2022	340533
RC3H1	149041
WWC1	23286
C1orf85	112770
TMEM27	57393
DFNB62	
KIF18A	81930
KIF21B	23046
KIF2B	84643
MKS3~withdrawn	
ZNF37C	79232
SERHL2	253190
ZNF717	100131827
GLIS2	84662
FGFBP2	83888
XRCC6BP1	91419
VSTM1	284415
TOR1AIP1	26092
TCEB1P3	644540
SLC7A5P1	81893
LCE1A	353131
LCE2C	353140
LCE3A	353142
LCE3B	353143
LCE3E	353145
LCE1C	353133
LCE1D	353134
LCE1E	353135
LCE1F	353137
C1orf68	100129271
LCE2A	353139
LAYN	143903
KIAA1147	57189
ZNF580	51157
LEPROT	54741
ROGDI	79641
CENPK	64105
LRG1	116844
TET1	80312
PRAMEF17	391004
SPINK6	404203
CDC20P1	157956
BOLA2	552900
SETD8	387893
ERAP2	64167
FUK	197258
GPSM2	29899
DFNB59	494513
LCOR	84458
ZACN	353174
SRCIN1	80725
SCPEP1	59342
KIDINS220	57498
APH1A	51107
MTFR1	9650
AZI1	22994
AQR	9716
GLDN	342035
PLEKHG2	64857
DHX58	79132
GPBP1	65056
C12orf57	113246
SPSB2	84727
C16orf80	29105
PDCL2	132954
GLIS1	148979
HSPA14	51182
HIGD1A	25994
ZC3H15	55854
TBL1XR1	79718
KIFC2	90990
LARP1	23367
LBH	81606
NAA50	80218
ESYT1	23344
MTF2	22823
MAPKBP1	23005
MEIS3	56917
NOB1	28987
SNURFL	727686
CA5BP1	340591
SUDS3	64426
SH3YL1	26751
SHCBP1	79801
ECSIT	51295
SPIC	121599
RIC8A	60626
TBRG1	84897
C18orf56	494514
UBE2O	63893
ZFP30	22835
EFHD1	80303
NEXN	91624
NUAK2	81788
VMP1	81671
THYN1	29087
ARV1	64801
KIAA0430	9665
CCDC92	80212
C16orf70	80262
DOLPP1	57171
ACSBG1	23205
LHFPL4	375323
LIPT1	51601
GLS2	27165
LEAP2	116842
LSR	51599
PHLDB2	90102
SFR1	119392
SPACA7	122258
UBALD1	124402
TMEM170A	124491
CCSAP	126731
SPATA18	132671
SSMEM1	136263
C17orf50	146853
GCSAML	148823
TEX9	374618
ALMS1P	200420
RFESD	317671
CCDC178	374864
TEX38	374973
CTU1	90353
C1orf105	92346
TUSC5	286753
ANKRD37	353322
UQCRQ	27089
REG3G	130120
TMEM176B	28959
IRGM	345611
MACROD1	28992
CASC1	55259
MED19	219541
C17orf80	55028
PDPN	10630
HSFX1	100506164
LYNX1	66004
SH2B3	10019
GBP7	388646
HIST2H4B	554313
MTDH	92140
ACP6	51205
CISD1P1	130500
LAPTM5	7805
LYZL2	119180
LYZL6	57151
LYG2	254773
CNTROB	116840
KIAA1324	57535
MPEG1	219972
ZCRB1	85437
MCAT	27349
MAN2B2	23324
MAPRE1P1	80327
PRSS38	339501
MRGPRD	116512
BUD31	8896
TMEM205	374882
TMEM190	147744
MDS2	259283
MEGF10	84466
MEGF11	84465
MNS1	55329
MAGEF1	64110
MUM1	84939
ANKUB1	389161
MLPH	79083
GDE1	51573
PAQR5	54852
FAM57A	79850
MAGI3	260425
CLDN11CL~withdrawn	
PKMYT1	9088
CTAGEP~withdrawn	
WDR77	79084
ZNF771	51333
PRR16	51334
THEM6	51337
MIER1	57708
MESP1	55897
MESP2	145873
MESTP1	338470
OMA1	115209
MSMP	692094
MALAT1	378938
MTFMT	123263
C19orf48	84798
HIST2H2AA4	723790
IFT43	112752
GNPTAB	79158
HCG26	352961
MICALL2	79778
MFAP5	8076
RDH16	8608
CLCC1	23155
KIAA0020	9933
HMHB1	57824
MSTO1	55154
PAM16	51025
SLC25A40	55972
SLC25A33	84275
GFM2	84340
SLC25A32	81034
IARS2	55699
MRP63P1	126581
MRP63P2	359729
MRP63P3	359730
MRP63P6	134490
MRP63P7	359731
MRP63P8	359732
MRP63P9	359733
MRPL11P2	134008
MRPL11P3	359734
MRPL14P1	359735
MRPL15P1	359736
MRPL2P1	347894
MRPL20P1	359737
MRPL22P1	359738
MRPL3P1	359739
MRPL30P1	359740
MRPL30P2	359817
MRPL32P1	359741
MRPL35P1	359742
MRPL35P2	359743
MRPL35P4	359745
MRPL36P1	285003
MRPL42P1	285415
MRPL42P2	346116
MRPL42P3	359746
MRPL42P4	346470
MRPL42P5	359821
MRPL45P1	359747
MRPL45P2	653479
MRPL49P1	359748
MRPL49P2	346711
MRPL50P1	351143
MRPL50P2	359749
MRPL50P3	359750
MRPL50P4	359751
MRPL51P1	351773
MRPL51P2	343819
MRPL53P1	359752
MRPL9P1	137290
MRPS10P2	359802
MRPS10P1	359753
MRPS10P5	359754
MRPS15P1	359755
MRPS15P2	359756
MRPS16P1	137406
MRPS16P3	338388
MRPS17P1	359803
MRPS17P7	342776
MRPS17P3	359757
MRPS17P5	359758
MRPS17P6	359759
MRPS17P9	359760
MRPS18AP1	359761
MRPS18BP1	359762
MRPS18BP2	359763
MRPS18CP2	286043
MRPS18CP3	359764
MRPS18CP4	349842
MRPS18CP5	359765
MRPS18CP6	343901
MRPS21P1	199900
MRPS21P2	359766
MRPS21P3	359767
MRPS21P4	359768
MRPS21P5	359769
MRPS21P6	359770
MRPS21P7	359771
MRPS21P8	350297
MRPS21P9	359772
MRPS22P1	359773
MRPS23P1	352290
MRPS24P1	338389
MRPS25P1	338390
DAP3P2	359774
MRPS31P1	351449
MRPS33P1	148330
MRPS33P2	359775
MRPS33P3	359776
MRPS33P4	359777
MRPS35P1	339910
MRPS35P2	359778
MRPS35P3	359779
