name,disease,mnemonic,diseaseName
"CYP11A1",http://purl.uniprot.org/diseases/3022,"AICSR","A rare disorder that can present as acute adrenal insufficiency in infancy or childhood. ACTH and plasma renin activity are elevated and adrenal steroids are inappropriately low or absent; the 46,XY patients have female external genitalia, sometimes with clitoromegaly. The phenotypic spectrum ranges from prematurity, complete underandrogenization, and severe early-onset adrenal failure to term birth with clitoromegaly and later-onset adrenal failure. Patients with congenital adrenal insufficiency do not manifest the massive adrenal enlargement typical of congenital lipoid adrenal hyperplasia."
"TP53",http://purl.uniprot.org/diseases/2740,"ADCC","A malignant neoplasm of the adrenal cortex and a rare childhood tumor. It occurs with increased frequency in patients with Beckwith-Wiedemann syndrome and Li-Fraumeni syndrome."
"NR5A1",http://purl.uniprot.org/diseases/47,"ACIWOD","A disorder that is characterized by severe 'slackness,' muscular hypotonia. There is decreased sodium, increased potassium and elevated ACTH."
"ACOX1",http://purl.uniprot.org/diseases/49,"Pseudo-NALD","A peroxisomal single-enzyme disorder of fatty acid beta-oxidation, resulting in clinical manifestations that remind neonatal adrenoleukodystrophy. Clinical features include mental retardation, leukodystrophy, seizures, mild hepatomegaly, hearing deficit. Pseudo-NALD is characterized by increased plasma levels of very-long chain fatty acids, due to decreased or absent peroxisome acyl-CoA oxidase activity. Peroxisomes are intact and functioning."
"ABCD1",http://purl.uniprot.org/diseases/50,"X-ALD","A peroxisomal metabolic disorder characterized by progressive multifocal demyelination of the central nervous system and by peripheral adrenal insufficiency (Addison disease). It results in mental deterioration, corticospinal tract dysfunction, and cortical blindness. Different clinical manifestations exist like: cerebral childhood ALD (CALD), adult cerebral ALD (ACALD), adrenomyeloneuropathy (AMN) and 'Addison disease only' (ADO) phenotype."
"BEST1",http://purl.uniprot.org/diseases/51,"AVMD","A rare autosomal dominant disorder with incomplete penetrance and highly variable expression. Patients usually become symptomatic in the fourth or fifth decade of life with a protracted disease of decreased visual acuity."
"PRPH2",http://purl.uniprot.org/diseases/51,"AVMD","A rare autosomal dominant disorder with incomplete penetrance and highly variable expression. Patients usually become symptomatic in the fourth or fifth decade of life with a protracted disease of decreased visual acuity."
"GBE1",http://purl.uniprot.org/diseases/52,"APBD","A late-onset, slowly progressive disorder affecting the central and peripheral nervous systems. Patients typically present after age 40 years with a variable combination of cognitive impairment, pyramidal tetraparesis, peripheral neuropathy, and neurogenic bladder. Other manifestations include cerebellar dysfunction and extrapyramidal signs. The pathologic hallmark of APBD is the widespread accumulation of round, intracellular polyglucosan bodies throughout the nervous system, which are confined to neuronal and astrocytic processes."
"PER2",http://purl.uniprot.org/diseases/1548,"FASPS1","A disorder characterized by very early sleep onset and offset. Individuals are 'morning larks' with a 4 hours advance of the sleep, temperature and melatonin rhythms."
"CSNK1D",http://purl.uniprot.org/diseases/3718,"FASPS2","A disorder characterized by very early sleep onset and offset. Individuals are 'morning larks' with a 4 hours advance of the sleep, temperature and melatonin rhythms."
"IGHM",http://purl.uniprot.org/diseases/1249,"AGM1","A primary immunodeficiency characterized by profoundly low or absent serum antibodies and low or absent circulating B cells due to an early block of B-cell development. Affected individuals develop severe infections in the first years of life."
"IGLL1",http://purl.uniprot.org/diseases/2888,"AGM2","A primary immunodeficiency characterized by profoundly low or absent serum antibodies and low or absent circulating B cells due to an early block of B-cell development. Affected individuals develop severe infections in the first years of life."
"CD79A",http://purl.uniprot.org/diseases/2873,"AGM3","A primary immunodeficiency characterized by profoundly low or absent serum antibodies and low or absent circulating B cells due to an early block of B-cell development. Affected individuals develop severe infections in the first years of life."
"BLNK",http://purl.uniprot.org/diseases/2874,"AGM4","A primary immunodeficiency characterized by profoundly low or absent serum antibodies and low or absent circulating B cells due to an early block of B-cell development. Affected individuals develop severe infections in the first years of life."
"LRRC8A",http://purl.uniprot.org/diseases/2875,"AGM5","A primary immunodeficiency characterized by profoundly low or absent serum antibodies and low or absent circulating B cells due to an early block of B-cell development. Affected individuals develop severe infections in the first years of life."
"CD79B",http://purl.uniprot.org/diseases/2889,"AGM6","A primary immunodeficiency characterized by profoundly low or absent serum antibodies and low or absent circulating B cells due to an early block of B-cell development. Affected individuals develop severe infections in the first years of life."
"PIK3R1",http://purl.uniprot.org/diseases/3723,"AGM7","A primary immunodeficiency characterized by profoundly low or absent serum antibodies and low or absent circulating B cells due to an early block of B-cell development. Affected individuals develop severe infections in the first years of life."
"ARX",http://purl.uniprot.org/diseases/1175,"ACCAG","A X-linked syndrome with variable expression in females. It is characterized by agenesis of corpus callosum, mental retardation and seizures. Manifestations in surviving males include severe acquired micrencephaly, mental retardation, limb contractures, scoliosis, tapered fingers with hyperconvex nails, a characteristic face with large eyes, prominent supraorbital ridges, synophrys, optic atrophy, broad alveolar ridges, and seizures. Urologic anomalies include renal dysplasia, cryptorchidism, and hypospadias."
"SLC12A6",http://purl.uniprot.org/diseases/54,"ACCPN","A disease that is characterized by severe progressive sensorimotor neuropathy, mental retardation, dysmorphic features and complete or partial agenesis of the corpus callosum."
"L1CAM",http://purl.uniprot.org/diseases/2143,"ACCPX","A syndrome characterized by partial corpus callosum agenesis, hypoplasia of inferior vermis and cerebellum, mental retardation, seizures and spasticity. Other features include microcephaly, unusual facies, and Hirschsprung disease in some patients."
"HMCN1",http://purl.uniprot.org/diseases/55,"ARMD1","A form of age-related macular degeneration, a multifactorial eye disease and the most common cause of irreversible vision loss in the developed world. In most patients, the disease is manifest as ophthalmoscopically visible yellowish accumulations of protein and lipid that lie beneath the retinal pigment epithelium and within an elastin-containing structure known as Bruch membrane."
"ABCA4",http://purl.uniprot.org/diseases/56,"ARMD2","A form of age-related macular degeneration, a multifactorial eye disease and the most common cause of irreversible vision loss in the developed world. In most patients, the disease is manifest as ophthalmoscopically visible yellowish accumulations of protein and lipid that lie beneath the retinal pigment epithelium and within an elastin-containing structure known as Bruch membrane."
"FBLN5",http://purl.uniprot.org/diseases/57,"ARMD3","A form of age-related macular degeneration, a multifactorial eye disease and the most common cause of irreversible vision loss in the developed world. In most patients, the disease is manifest as ophthalmoscopically visible yellowish accumulations of protein and lipid that lie beneath the retinal pigment epithelium and within an elastin-containing structure known as Bruch membrane."
"CFH",http://purl.uniprot.org/diseases/58,"ARMD4","A form of age-related macular degeneration, a multifactorial eye disease and the most common cause of irreversible vision loss in the developed world. In most patients, the disease is manifest as ophthalmoscopically visible yellowish accumulations of protein and lipid that lie beneath the retinal pigment epithelium and within an elastin-containing structure known as Bruch membrane."
"ERCC6",http://purl.uniprot.org/diseases/2999,"ARMD5","A form of age-related macular degeneration, a multifactorial eye disease and the most common cause of irreversible vision loss in the developed world. In most patients, the disease is manifest as ophthalmoscopically visible yellowish accumulations of protein and lipid that lie beneath the retinal pigment epithelium and within an elastin-containing structure known as Bruch membrane."
"RAX2",http://purl.uniprot.org/diseases/59,"ARMD6","A form of age-related macular degeneration, a multifactorial eye disease and the most common cause of irreversible vision loss in the developed world. In most patients, the disease is manifest as ophthalmoscopically visible yellowish accumulations of protein and lipid that lie beneath the retinal pigment epithelium and within an elastin-containing structure known as Bruch membrane."
